序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
21992,2200.1,6000,60,0.6,40,300,0.6,60
21993,2200.2,2000,20,0.2,20,250,0.2,20
21994,2200.3,6000,60,0.6,40,300,0.6,60
21995,2200.4,2000,20,0.2,20,250,0.2,20
21996,2200.5,6000,60,0.6,40,300,0.6,60
21997,2200.6,2000,20,0.2,20,250,0.2,20
21998,2200.7,6000,60,0.6,40,300,0.6,60
21999,2200.8,2000,20,0.2,20,250,0.2,20
22000,2200.9,6000,60,0.6,40,300,0.6,60
22001,2201.0,2000,20,0.2,20,250,0.2,20
22002,2201.1,6000,60,0.6,40,300,0.6,60
22003,2201.2,2000,20,0.2,20,250,0.2,20
22004,2201.3,6000,60,0.6,40,300,0.6,60
22005,2201.4,2000,20,0.2,20,250,0.2,20
22006,2201.5,6000,60,0.6,40,300,0.6,60
22007,2201.6,2000,20,0.2,20,250,0.2,20
22008,2201.7,6000,60,0.6,40,300,0.6,60
22009,2201.8,2000,20,0.2,20,250,0.2,20
22010,2201.9,6000,60,0.6,40,300,0.6,60
22011,2202.0,2000,20,0.2,20,250,0.2,20
22012,2202.1,6000,60,0.6,40,300,0.6,60
22013,2202.2,2000,20,0.2,20,250,0.2,20
22014,2202.3,6000,60,0.6,40,300,0.6,60
22015,2202.4,2000,20,0.2,20,250,0.2,20
22016,2202.5,6000,60,0.6,40,300,0.6,60
22017,2202.6,2000,20,0.2,20,250,0.2,20
22018,2202.7,6000,60,0.6,40,300,0.6,60
22019,2202.8,2000,20,0.2,20,250,0.2,20
22020,2202.9,6000,60,0.6,40,300,0.6,60
22021,2203.0,2000,20,0.2,20,250,0.2,20
22022,2203.1,6000,60,0.6,40,300,0.6,60
22023,2203.2,2000,20,0.2,20,250,0.2,20
22024,2203.3,6000,60,0.6,40,300,0.6,60
22025,2203.4,2000,20,0.2,20,250,0.2,20
22026,2203.5,6000,60,0.6,40,300,0.6,60
22027,2203.6,2000,20,0.2,20,250,0.2,20
22028,2203.7,6000,60,0.6,40,300,0.6,60
22029,2203.8,2000,20,0.2,20,250,0.2,20
22030,2203.9,6000,60,0.6,40,300,0.6,60
22031,2204.0,2000,20,0.2,20,250,0.2,20
22032,2204.1,6000,60,0.6,40,300,0.6,60
22033,2204.2,2000,20,0.2,20,250,0.2,20
22034,2204.3,6000,60,0.6,40,300,0.6,60
22035,2204.4,2000,20,0.2,20,250,0.2,20
22036,2204.5,6000,60,0.6,40,300,0.6,60
22037,2204.6,2000,20,0.2,20,250,0.2,20
22038,2204.7,6000,60,0.6,40,300,0.6,60
22039,2204.8,2000,20,0.2,20,250,0.2,20
22040,2204.9,6000,60,0.6,40,300,0.6,60
22041,2205.0,2000,20,0.2,20,250,0.2,20
22042,2205.1,6000,60,0.6,40,300,0.6,60
22043,2205.2,2000,20,0.2,20,250,0.2,20
22044,2205.3,6000,60,0.6,40,300,0.6,60
22045,2205.4,2000,20,0.2,20,250,0.2,20
22046,2205.5,6000,60,0.6,40,300,0.6,60
22047,2205.6,2000,20,0.2,20,250,0.2,20
22048,2205.7,6000,60,0.6,40,300,0.6,60
22049,2205.8,2000,20,0.2,20,250,0.2,20
22050,2205.9,6000,60,0.6,40,300,0.6,60
22051,2206.0,2000,20,0.2,20,250,0.2,20
22052,2206.1,6000,60,0.6,40,300,0.6,60
22053,2206.2,2000,20,0.2,20,250,0.2,20
22054,2206.3,6000,60,0.6,40,300,0.6,60
22055,2206.4,2000,20,0.2,20,250,0.2,20
22056,2206.5,6000,60,0.6,40,300,0.6,60
22057,2206.6,2000,20,0.2,20,250,0.2,20
22058,2206.7,6000,60,0.6,40,300,0.6,60
22059,2206.8,2000,20,0.2,20,250,0.2,20
22060,2206.9,6000,60,0.6,40,300,0.6,60
22061,2207.0,2000,20,0.2,20,250,0.2,20
22062,2207.1,6000,60,0.6,40,300,0.6,60
22063,2207.2,2000,20,0.2,20,250,0.2,20
22064,2207.3,6000,60,0.6,40,300,0.6,60
22065,2207.4,2000,20,0.2,20,250,0.2,20
22066,2207.5,6000,60,0.6,40,300,0.6,60
22067,2207.6,2000,20,0.2,20,250,0.2,20
22068,2207.7,6000,60,0.6,40,300,0.6,60
22069,2207.8,2000,20,0.2,20,250,0.2,20
22070,2207.9,6000,60,0.6,40,300,0.6,60
22071,2208.0,2000,20,0.2,20,250,0.2,20
22072,2208.1,6000,60,0.6,40,300,0.6,60
22073,2208.2,2000,20,0.2,20,250,0.2,20
22074,2208.3,6000,60,0.6,40,300,0.6,60
22075,2208.4,2000,20,0.2,20,250,0.2,20
22076,2208.5,6000,60,0.6,40,300,0.6,60
22077,2208.6,2000,20,0.2,20,250,0.2,20
22078,2208.7,6000,60,0.6,40,300,0.6,60
22079,2208.8,2000,20,0.2,20,250,0.2,20
22080,2208.9,6000,60,0.6,40,300,0.6,60
22081,2209.0,2000,20,0.2,20,250,0.2,20
22082,2209.1,6000,60,0.6,40,300,0.6,60
22083,2209.2,2000,20,0.2,20,250,0.2,20
22084,2209.3,6000,60,0.6,40,300,0.6,60
22085,2209.4,2000,20,0.2,20,250,0.2,20
22086,2209.5,6000,60,0.6,40,300,0.6,60
22087,2209.6,2000,20,0.2,20,250,0.2,20
22088,2209.7,6000,60,0.6,40,300,0.6,60
22089,2209.8,2000,20,0.2,20,250,0.2,20
22090,2209.9,6000,60,0.6,40,300,0.6,60
22091,2210.0,2000,20,0.2,20,250,0.2,20
22092,2210.1,6000,60,0.6,40,300,0.6,60
22093,2210.2,2000,20,0.2,20,250,0.2,20
22094,2210.3,6000,60,0.6,40,300,0.6,60
22095,2210.4,2000,20,0.2,20,250,0.2,20
22096,2210.5,6000,60,0.6,40,300,0.6,60
22097,2210.6,2000,20,0.2,20,250,0.2,20
22098,2210.7,6000,60,0.6,40,300,0.6,60
22099,2210.8,2000,20,0.2,20,250,0.2,20
22100,2210.9,6000,60,0.6,40,300,0.6,60
22101,2211.0,2000,20,0.2,20,250,0.2,20
22102,2211.1,6000,60,0.6,40,300,0.6,60
22103,2211.2,2000,20,0.2,20,250,0.2,20
22104,2211.3,6000,60,0.6,40,300,0.6,60
22105,2211.4,2000,20,0.2,20,250,0.2,20
22106,2211.5,6000,60,0.6,40,300,0.6,60
22107,2211.6,2000,20,0.2,20,250,0.2,20
22108,2211.7,6000,60,0.6,40,300,0.6,60
22109,2211.8,2000,20,0.2,20,250,0.2,20
22110,2211.9,6000,60,0.6,40,300,0.6,60
22111,2212.0,2000,20,0.2,20,250,0.2,20
22112,2212.1,6000,60,0.6,40,300,0.6,60
22113,2212.2,2000,20,0.2,20,250,0.2,20
22114,2212.3,6000,60,0.6,40,300,0.6,60
22115,2212.4,2000,20,0.2,20,250,0.2,20
22116,2212.5,6000,60,0.6,40,300,0.6,60
22117,2212.6,2000,20,0.2,20,250,0.2,20
22118,2212.7,6000,60,0.6,40,300,0.6,60
22119,2212.8,2000,20,0.2,20,250,0.2,20
22120,2212.9,6000,60,0.6,40,300,0.6,60
22121,2213.0,2000,20,0.2,20,250,0.2,20
22122,2213.1,6000,60,0.6,40,300,0.6,60
22123,2213.2,2000,20,0.2,20,250,0.2,20
22124,2213.3,6000,60,0.6,40,300,0.6,60
22125,2213.4,2000,20,0.2,20,250,0.2,20
22126,2213.5,6000,60,0.6,40,300,0.6,60
22127,2213.6,2000,20,0.2,20,250,0.2,20
22128,2213.7,6000,60,0.6,40,300,0.6,60
22129,2213.8,2000,20,0.2,20,250,0.2,20
22130,2213.9,6000,60,0.6,40,300,0.6,60
22131,2214.0,2000,20,0.2,20,250,0.2,20
22132,2214.1,6000,60,0.6,40,300,0.6,60
22133,2214.2,2000,20,0.2,20,250,0.2,20
22134,2214.3,6000,60,0.6,40,300,0.6,60
22135,2214.4,2000,20,0.2,20,250,0.2,20
22136,2214.5,6000,60,0.6,40,300,0.6,60
22137,2214.6,2000,20,0.2,20,250,0.2,20
22138,2214.7,6000,60,0.6,40,300,0.6,60
22139,2214.8,2000,20,0.2,20,250,0.2,20
22140,2214.9,6000,60,0.6,40,300,0.6,60
22141,2215.0,2000,20,0.2,20,250,0.2,20
22142,2215.1,6000,60,0.6,40,300,0.6,60
22143,2215.2,2000,20,0.2,20,250,0.2,20
22144,2215.3,6000,60,0.6,40,300,0.6,60
22145,2215.4,2000,20,0.2,20,250,0.2,20
22146,2215.5,6000,60,0.6,40,300,0.6,60
22147,2215.6,2000,20,0.2,20,250,0.2,20
22148,2215.7,6000,60,0.6,40,300,0.6,60
22149,2215.8,2000,20,0.2,20,250,0.2,20
22150,2215.9,6000,60,0.6,40,300,0.6,60
22151,2216.0,2000,20,0.2,20,250,0.2,20
22152,2216.1,6000,60,0.6,40,300,0.6,60
22153,2216.2,2000,20,0.2,20,250,0.2,20
22154,2216.3,6000,60,0.6,40,300,0.6,60
22155,2216.4,2000,20,0.2,20,250,0.2,20
22156,2216.5,6000,60,0.6,40,300,0.6,60
22157,2216.6,2000,20,0.2,20,250,0.2,20
22158,2216.7,6000,60,0.6,40,300,0.6,60
22159,2216.8,2000,20,0.2,20,250,0.2,20
22160,2216.9,6000,60,0.6,40,300,0.6,60
22161,2217.0,2000,20,0.2,20,250,0.2,20
22162,2217.1,6000,60,0.6,40,300,0.6,60
22163,2217.2,2000,20,0.2,20,250,0.2,20
22164,2217.3,6000,60,0.6,40,300,0.6,60
22165,2217.4,2000,20,0.2,20,250,0.2,20
22166,2217.5,6000,60,0.6,40,300,0.6,60
22167,2217.6,2000,20,0.2,20,250,0.2,20
22168,2217.7,6000,60,0.6,40,300,0.6,60
22169,2217.8,2000,20,0.2,20,250,0.2,20
22170,2217.9,6000,60,0.6,40,300,0.6,60
22171,2218.0,2000,20,0.2,20,250,0.2,20
22172,2218.1,6000,60,0.6,40,300,0.6,60
22173,2218.2,2000,20,0.2,20,250,0.2,20
22174,2218.3,6000,60,0.6,40,300,0.6,60
22175,2218.4,2000,20,0.2,20,250,0.2,20
22176,2218.5,6000,60,0.6,40,300,0.6,60
22177,2218.6,2000,20,0.2,20,250,0.2,20
22178,2218.7,6000,60,0.6,40,300,0.6,60
22179,2218.8,2000,20,0.2,20,250,0.2,20
22180,2218.9,6000,60,0.6,40,300,0.6,60
22181,2219.0,2000,20,0.2,20,250,0.2,20
22182,2219.1,6000,60,0.6,40,300,0.6,60
22183,2219.2,2000,20,0.2,20,250,0.2,20
22184,2219.3,6000,60,0.6,40,300,0.6,60
22185,2219.4,2000,20,0.2,20,250,0.2,20
22186,2219.5,6000,60,0.6,40,300,0.6,60
22187,2219.6,2000,20,0.2,20,250,0.2,20
22188,2219.7,6000,60,0.6,40,300,0.6,60
22189,2219.8,2000,20,0.2,20,250,0.2,20
22190,2219.9,6000,60,0.6,40,300,0.6,60
22191,2220.0,2000,20,0.2,20,250,0.2,20
22192,2220.1,6000,60,0.6,40,300,0.6,60
22193,2220.2,2000,20,0.2,20,250,0.2,20
22194,2220.3,6000,60,0.6,40,300,0.6,60
22195,2220.4,2000,20,0.2,20,250,0.2,20
22196,2220.5,6000,60,0.6,40,300,0.6,60
22197,2220.6,2000,20,0.2,20,250,0.2,20
22198,2220.7,6000,60,0.6,40,300,0.6,60
22199,2220.8,2000,20,0.2,20,250,0.2,20
22200,2220.9,6000,60,0.6,40,300,0.6,60
22201,2221.0,2000,20,0.2,20,250,0.2,20
22202,2221.1,6000,60,0.6,40,300,0.6,60
22203,2221.2,2000,20,0.2,20,250,0.2,20
22204,2221.3,6000,60,0.6,40,300,0.6,60
22205,2221.4,2000,20,0.2,20,250,0.2,20
22206,2221.5,6000,60,0.6,40,300,0.6,60
22207,2221.6,2000,20,0.2,20,250,0.2,20
22208,2221.7,6000,60,0.6,40,300,0.6,60
22209,2221.8,2000,20,0.2,20,250,0.2,20
22210,2221.9,6000,60,0.6,40,300,0.6,60
22211,2222.0,2000,20,0.2,20,250,0.2,20
22212,2222.1,6000,60,0.6,40,300,0.6,60
22213,2222.2,2000,20,0.2,20,250,0.2,20
22214,2222.3,6000,60,0.6,40,300,0.6,60
22215,2222.4,2000,20,0.2,20,250,0.2,20
22216,2222.5,6000,60,0.6,40,300,0.6,60
22217,2222.6,2000,20,0.2,20,250,0.2,20
22218,2222.7,6000,60,0.6,40,300,0.6,60
22219,2222.8,2000,20,0.2,20,250,0.2,20
22220,2222.9,6000,60,0.6,40,300,0.6,60
22221,2223.0,2000,20,0.2,20,250,0.2,20
22222,2223.1,6000,60,0.6,40,300,0.6,60
22223,2223.2,2000,20,0.2,20,250,0.2,20
22224,2223.3,6000,60,0.6,40,300,0.6,60
22225,2223.4,2000,20,0.2,20,250,0.2,20
22226,2223.5,6000,60,0.6,40,300,0.6,60
22227,2223.6,2000,20,0.2,20,250,0.2,20
22228,2223.7,6000,60,0.6,40,300,0.6,60
22229,2223.8,2000,20,0.2,20,250,0.2,20
22230,2223.9,6000,60,0.6,40,300,0.6,60
22231,2224.0,2000,20,0.2,20,250,0.2,20
22232,2224.1,6000,60,0.6,40,300,0.6,60
22233,2224.2,2000,20,0.2,20,250,0.2,20
22234,2224.3,6000,60,0.6,40,300,0.6,60
22235,2224.4,2000,20,0.2,20,250,0.2,20
22236,2224.5,6000,60,0.6,40,300,0.6,60
22237,2224.6,2000,20,0.2,20,250,0.2,20
22238,2224.7,6000,60,0.6,40,300,0.6,60
22239,2224.8,2000,20,0.2,20,250,0.2,20
22240,2224.9,6000,60,0.6,40,300,0.6,60
22241,2225.0,2000,20,0.2,20,250,0.2,20
22242,2225.1,6000,60,0.6,40,300,0.6,60
22243,2225.2,2000,20,0.2,20,250,0.2,20
22244,2225.3,6000,60,0.6,40,300,0.6,60
22245,2225.4,2000,20,0.2,20,250,0.2,20
22246,2225.5,6000,60,0.6,40,300,0.6,60
22247,2225.6,2000,20,0.2,20,250,0.2,20
22248,2225.7,6000,60,0.6,40,300,0.6,60
22249,2225.8,2000,20,0.2,20,250,0.2,20
22250,2225.9,6000,60,0.6,40,300,0.6,60
22251,2226.0,2000,20,0.2,20,250,0.2,20
22252,2226.1,6000,60,0.6,40,300,0.6,60
22253,2226.2,2000,20,0.2,20,250,0.2,20
22254,2226.3,6000,60,0.6,40,300,0.6,60
22255,2226.4,2000,20,0.2,20,250,0.2,20
22256,2226.5,6000,60,0.6,40,300,0.6,60
22257,2226.6,2000,20,0.2,20,250,0.2,20
22258,2226.7,6000,60,0.6,40,300,0.6,60
22259,2226.8,2000,20,0.2,20,250,0.2,20
22260,2226.9,6000,60,0.6,40,300,0.6,60
22261,2227.0,2000,20,0.2,20,250,0.2,20
22262,2227.1,6000,60,0.6,40,300,0.6,60
22263,2227.2,2000,20,0.2,20,250,0.2,20
22264,2227.3,6000,60,0.6,40,300,0.6,60
22265,2227.4,2000,20,0.2,20,250,0.2,20
22266,2227.5,6000,60,0.6,40,300,0.6,60
22267,2227.6,2000,20,0.2,20,250,0.2,20
22268,2227.7,6000,60,0.6,40,300,0.6,60
22269,2227.8,2000,20,0.2,20,250,0.2,20
22270,2227.9,6000,60,0.6,40,300,0.6,60
22271,2228.0,2000,20,0.2,20,250,0.2,20
22272,2228.1,6000,60,0.6,40,300,0.6,60
22273,2228.2,2000,20,0.2,20,250,0.2,20
22274,2228.3,6000,60,0.6,40,300,0.6,60
22275,2228.4,2000,20,0.2,20,250,0.2,20
22276,2228.5,6000,60,0.6,40,300,0.6,60
22277,2228.6,2000,20,0.2,20,250,0.2,20
22278,2228.7,6000,60,0.6,40,300,0.6,60
22279,2228.8,2000,20,0.2,20,250,0.2,20
22280,2228.9,6000,60,0.6,40,300,0.6,60
22281,2229.0,2000,20,0.2,20,250,0.2,20
22282,2229.1,6000,60,0.6,40,300,0.6,60
22283,2229.2,2000,20,0.2,20,250,0.2,20
22284,2229.3,6000,60,0.6,40,300,0.6,60
22285,2229.4,2000,20,0.2,20,250,0.2,20
22286,2229.5,6000,60,0.6,40,300,0.6,60
22287,2229.6,2000,20,0.2,20,250,0.2,20
22288,2229.7,6000,60,0.6,40,300,0.6,60
22289,2229.8,2000,20,0.2,20,250,0.2,20
22290,2229.9,6000,60,0.6,40,300,0.6,60
22291,2230.0,2000,20,0.2,20,250,0.2,20
22292,2230.1,6000,60,0.6,40,300,0.6,60
22293,2230.2,2000,20,0.2,20,250,0.2,20
22294,2230.3,6000,60,0.6,40,300,0.6,60
22295,2230.4,2000,20,0.2,20,250,0.2,20
22296,2230.5,6000,60,0.6,40,300,0.6,60
22297,2230.6,2000,20,0.2,20,250,0.2,20
22298,2230.7,6000,60,0.6,40,300,0.6,60
22299,2230.8,2000,20,0.2,20,250,0.2,20
22300,2230.9,6000,60,0.6,40,300,0.6,60
22301,2231.0,2000,20,0.2,20,250,0.2,20
22302,2231.1,6000,60,0.6,40,300,0.6,60
22303,2231.2,2000,20,0.2,20,250,0.2,20
22304,2231.3,6000,60,0.6,40,300,0.6,60
22305,2231.4,2000,20,0.2,20,250,0.2,20
22306,2231.5,6000,60,0.6,40,300,0.6,60
22307,2231.6,2000,20,0.2,20,250,0.2,20
22308,2231.7,6000,60,0.6,40,300,0.6,60
22309,2231.8,2000,20,0.2,20,250,0.2,20
22310,2231.9,6000,60,0.6,40,300,0.6,60
22311,2232.0,2000,20,0.2,20,250,0.2,20
22312,2232.1,6000,60,0.6,40,300,0.6,60
22313,2232.2,2000,20,0.2,20,250,0.2,20
22314,2232.3,6000,60,0.6,40,300,0.6,60
22315,2232.4,2000,20,0.2,20,250,0.2,20
22316,2232.5,6000,60,0.6,40,300,0.6,60
22317,2232.6,2000,20,0.2,20,250,0.2,20
22318,2232.7,6000,60,0.6,40,300,0.6,60
22319,2232.8,2000,20,0.2,20,250,0.2,20
22320,2232.9,6000,60,0.6,40,300,0.6,60
22321,2233.0,2000,20,0.2,20,250,0.2,20
22322,2233.1,6000,60,0.6,40,300,0.6,60
22323,2233.2,2000,20,0.2,20,250,0.2,20
22324,2233.3,6000,60,0.6,40,300,0.6,60
22325,2233.4,2000,20,0.2,20,250,0.2,20
22326,2233.5,6000,60,0.6,40,300,0.6,60
22327,2233.6,2000,20,0.2,20,250,0.2,20
22328,2233.7,6000,60,0.6,40,300,0.6,60
22329,2233.8,2000,20,0.2,20,250,0.2,20
22330,2233.9,6000,60,0.6,40,300,0.6,60
22331,2234.0,2000,20,0.2,20,250,0.2,20
22332,2234.1,6000,60,0.6,40,300,0.6,60
22333,2234.2,2000,20,0.2,20,250,0.2,20
22334,2234.3,6000,60,0.6,40,300,0.6,60
22335,2234.4,2000,20,0.2,20,250,0.2,20
22336,2234.5,6000,60,0.6,40,300,0.6,60
22337,2234.6,2000,20,0.2,20,250,0.2,20
22338,2234.7,6000,60,0.6,40,300,0.6,60
22339,2234.8,2000,20,0.2,20,250,0.2,20
22340,2234.9,6000,60,0.6,40,300,0.6,60
22341,2235.0,2000,20,0.2,20,250,0.2,20
22342,2235.1,6000,60,0.6,40,300,0.6,60
22343,2235.2,2000,20,0.2,20,250,0.2,20
22344,2235.3,6000,60,0.6,40,300,0.6,60
22345,2235.4,2000,20,0.2,20,250,0.2,20
22346,2235.5,6000,60,0.6,40,300,0.6,60
22347,2235.6,2000,20,0.2,20,250,0.2,20
22348,2235.7,6000,60,0.6,40,300,0.6,60
22349,2235.8,2000,20,0.2,20,250,0.2,20
22350,2235.9,6000,60,0.6,40,300,0.6,60
22351,2236.0,2000,20,0.2,20,250,0.2,20
22352,2236.1,6000,60,0.6,40,300,0.6,60
22353,2236.2,2000,20,0.2,20,250,0.2,20
22354,2236.3,6000,60,0.6,40,300,0.6,60
22355,2236.4,2000,20,0.2,20,250,0.2,20
22356,2236.5,6000,60,0.6,40,300,0.6,60
22357,2236.6,2000,20,0.2,20,250,0.2,20
22358,2236.7,6000,60,0.6,40,300,0.6,60
22359,2236.8,2000,20,0.2,20,250,0.2,20
22360,2236.9,6000,60,0.6,40,300,0.6,60
22361,2237.0,2000,20,0.2,20,250,0.2,20
22362,2237.1,6000,60,0.6,40,300,0.6,60
22363,2237.2,2000,20,0.2,20,250,0.2,20
22364,2237.3,6000,60,0.6,40,300,0.6,60
22365,2237.4,2000,20,0.2,20,250,0.2,20
22366,2237.5,6000,60,0.6,40,300,0.6,60
22367,2237.6,2000,20,0.2,20,250,0.2,20
22368,2237.7,6000,60,0.6,40,300,0.6,60
22369,2237.8,2000,20,0.2,20,250,0.2,20
22370,2237.9,6000,60,0.6,40,300,0.6,60
22371,2238.0,2000,20,0.2,20,250,0.2,20
22372,2238.1,6000,60,0.6,40,300,0.6,60
22373,2238.2,2000,20,0.2,20,250,0.2,20
22374,2238.3,6000,60,0.6,40,300,0.6,60
22375,2238.4,2000,20,0.2,20,250,0.2,20
22376,2238.5,6000,60,0.6,40,300,0.6,60
22377,2238.6,2000,20,0.2,20,250,0.2,20
22378,2238.7,6000,60,0.6,40,300,0.6,60
22379,2238.8,2000,20,0.2,20,250,0.2,20
22380,2238.9,6000,60,0.6,40,300,0.6,60
22381,2239.0,2000,20,0.2,20,250,0.2,20
22382,2239.1,6000,60,0.6,40,300,0.6,60
22383,2239.2,2000,20,0.2,20,250,0.2,20
22384,2239.3,6000,60,0.6,40,300,0.6,60
22385,2239.4,2000,20,0.2,20,250,0.2,20
22386,2239.5,6000,60,0.6,40,300,0.6,60
22387,2239.6,2000,20,0.2,20,250,0.2,20
22388,2239.7,6000,60,0.6,40,300,0.6,60
22389,2239.8,2000,20,0.2,20,250,0.2,20
22390,2239.9,6000,60,0.6,40,300,0.6,60
22391,2240.0,2000,20,0.2,20,250,0.2,20
22392,2240.1,6000,60,0.6,40,300,0.6,60
22393,2240.2,2000,20,0.2,20,250,0.2,20
22394,2240.3,6000,60,0.6,40,300,0.6,60
22395,2240.4,2000,20,0.2,20,250,0.2,20
22396,2240.5,6000,60,0.6,40,300,0.6,60
22397,2240.6,2000,20,0.2,20,250,0.2,20
22398,2240.7,6000,60,0.6,40,300,0.6,60
22399,2240.8,2000,20,0.2,20,250,0.2,20
22400,2240.9,6000,60,0.6,40,300,0.6,60
22401,2241.0,2000,20,0.2,20,250,0.2,20
22402,2241.1,6000,60,0.6,40,300,0.6,60
22403,2241.2,2000,20,0.2,20,250,0.2,20
22404,2241.3,6000,60,0.6,40,300,0.6,60
22405,2241.4,2000,20,0.2,20,250,0.2,20
22406,2241.5,6000,60,0.6,40,300,0.6,60
22407,2241.6,2000,20,0.2,20,250,0.2,20
22408,2241.7,6000,60,0.6,40,300,0.6,60
22409,2241.8,2000,20,0.2,20,250,0.2,20
22410,2241.9,6000,60,0.6,40,300,0.6,60
22411,2242.0,2000,20,0.2,20,250,0.2,20
22412,2242.1,6000,60,0.6,40,300,0.6,60
22413,2242.2,2000,20,0.2,20,250,0.2,20
22414,2242.3,6000,60,0.6,40,300,0.6,60
22415,2242.4,2000,20,0.2,20,250,0.2,20
22416,2242.5,6000,60,0.6,40,300,0.6,60
22417,2242.6,2000,20,0.2,20,250,0.2,20
22418,2242.7,6000,60,0.6,40,300,0.6,60
22419,2242.8,2000,20,0.2,20,250,0.2,20
22420,2242.9,6000,60,0.6,40,300,0.6,60
22421,2243.0,2000,20,0.2,20,250,0.2,20
22422,2243.1,6000,60,0.6,40,300,0.6,60
22423,2243.2,2000,20,0.2,20,250,0.2,20
22424,2243.3,6000,60,0.6,40,300,0.6,60
22425,2243.4,2000,20,0.2,20,250,0.2,20
22426,2243.5,6000,60,0.6,40,300,0.6,60
22427,2243.6,2000,20,0.2,20,250,0.2,20
22428,2243.7,6000,60,0.6,40,300,0.6,60
22429,2243.8,2000,20,0.2,20,250,0.2,20
22430,2243.9,6000,60,0.6,40,300,0.6,60
22431,2244.0,2000,20,0.2,20,250,0.2,20
22432,2244.1,6000,60,0.6,40,300,0.6,60
22433,2244.2,2000,20,0.2,20,250,0.2,20
22434,2244.3,6000,60,0.6,40,300,0.6,60
22435,2244.4,2000,20,0.2,20,250,0.2,20
22436,2244.5,6000,60,0.6,40,300,0.6,60
22437,2244.6,2000,20,0.2,20,250,0.2,20
22438,2244.7,6000,60,0.6,40,300,0.6,60
22439,2244.8,2000,20,0.2,20,250,0.2,20
22440,2244.9,6000,60,0.6,40,300,0.6,60
22441,2245.0,2000,20,0.2,20,250,0.2,20
22442,2245.1,6000,60,0.6,40,300,0.6,60
22443,2245.2,2000,20,0.2,20,250,0.2,20
22444,2245.3,6000,60,0.6,40,300,0.6,60
22445,2245.4,2000,20,0.2,20,250,0.2,20
22446,2245.5,6000,60,0.6,40,300,0.6,60
22447,2245.6,2000,20,0.2,20,250,0.2,20
22448,2245.7,6000,60,0.6,40,300,0.6,60
22449,2245.8,2000,20,0.2,20,250,0.2,20
22450,2245.9,6000,60,0.6,40,300,0.6,60
22451,2246.0,2000,20,0.2,20,250,0.2,20
22452,2246.1,6000,60,0.6,40,300,0.6,60
22453,2246.2,2000,20,0.2,20,250,0.2,20
22454,2246.3,6000,60,0.6,40,300,0.6,60
22455,2246.4,2000,20,0.2,20,250,0.2,20
22456,2246.5,6000,60,0.6,40,300,0.6,60
22457,2246.6,2000,20,0.2,20,250,0.2,20
22458,2246.7,6000,60,0.6,40,300,0.6,60
22459,2246.8,2000,20,0.2,20,250,0.2,20
22460,2246.9,6000,60,0.6,40,300,0.6,60
22461,2247.0,2000,20,0.2,20,250,0.2,20
22462,2247.1,6000,60,0.6,40,300,0.6,60
22463,2247.2,2000,20,0.2,20,250,0.2,20
22464,2247.3,6000,60,0.6,40,300,0.6,60
22465,2247.4,2000,20,0.2,20,250,0.2,20
22466,2247.5,6000,60,0.6,40,300,0.6,60
22467,2247.6,2000,20,0.2,20,250,0.2,20
22468,2247.7,6000,60,0.6,40,300,0.6,60
22469,2247.8,2000,20,0.2,20,250,0.2,20
22470,2247.9,6000,60,0.6,40,300,0.6,60
22471,2248.0,2000,20,0.2,20,250,0.2,20
22472,2248.1,6000,60,0.6,40,300,0.6,60
22473,2248.2,2000,20,0.2,20,250,0.2,20
22474,2248.3,6000,60,0.6,40,300,0.6,60
22475,2248.4,2000,20,0.2,20,250,0.2,20
22476,2248.5,6000,60,0.6,40,300,0.6,60
22477,2248.6,2000,20,0.2,20,250,0.2,20
22478,2248.7,6000,60,0.6,40,300,0.6,60
22479,2248.8,2000,20,0.2,20,250,0.2,20
22480,2248.9,6000,60,0.6,40,300,0.6,60
22481,2249.0,2000,20,0.2,20,250,0.2,20
22482,2249.1,6000,60,0.6,40,300,0.6,60
22483,2249.2,2000,20,0.2,20,250,0.2,20
22484,2249.3,6000,60,0.6,40,300,0.6,60
22485,2249.4,2000,20,0.2,20,250,0.2,20
22486,2249.5,6000,60,0.6,40,300,0.6,60
22487,2249.6,2000,20,0.2,20,250,0.2,20
22488,2249.7,6000,60,0.6,40,300,0.6,60
22489,2249.8,2000,20,0.2,20,250,0.2,20
22490,2249.9,6000,60,0.6,40,300,0.6,60
22491,2250.0,2000,20,0.2,20,250,0.2,20
22492,2250.1,6000,60,0.6,40,300,0.6,60
22493,2250.2,2000,20,0.2,20,250,0.2,20
22494,2250.3,6000,60,0.6,40,300,0.6,60
22495,2250.4,2000,20,0.2,20,250,0.2,20
22496,2250.5,6000,60,0.6,40,300,0.6,60
22497,2250.6,2000,20,0.2,20,250,0.2,20
22498,2250.7,6000,60,0.6,40,300,0.6,60
22499,2250.8,2000,20,0.2,20,250,0.2,20
22500,2250.9,6000,60,0.6,40,300,0.6,60
22501,2251.0,2000,20,0.2,20,250,0.2,20
22502,2251.1,6000,60,0.6,40,300,0.6,60
22503,2251.2,2000,20,0.2,20,250,0.2,20
22504,2251.3,6000,60,0.6,40,300,0.6,60
22505,2251.4,2000,20,0.2,20,250,0.2,20
22506,2251.5,6000,60,0.6,40,300,0.6,60
22507,2251.6,2000,20,0.2,20,250,0.2,20
